x_neut_dist_plot,neut_dist_pdf_t0,x_logistic_mapping,Logistic_mapping,x_neut_dist_plot_t10wk,neut_dist_pdf_t10wk,x_neut_dist_plot_t30wk,neut_dist_pdf_t30wk,x_neut_dist_plot_t50wk,neut_dist_pdf_t50wk
-4.28280827296892,0.000124992964648508,-4.28280827296892,0.0297972203941657,-4.73207033444296,0.000124992964648508,-5.63059445739104,0.000124992964648508,-6.52911858033912,0.000124992964648508
-4.2721012522865,0.000130087519765815,-4.2721012522865,0.0302031618922448,-4.72136331376054,0.000130087519765815,-5.61988743670862,0.000130087519765815,-6.5184115596567,0.000130087519765815
-4.26139423160408,0.000135376184209536,-4.26139423160408,0.0306144592136459,-4.71065629307812,0.000135376184209536,-5.6091804160262,0.000135376184209536,-6.50770453897427,0.000135376184209536
-4.25068721092166,0.000140865770249354,-4.25068721092166,0.0310311782387877,-4.6999492723957,0.000140865770249354,-5.59847339534377,0.000140865770249354,-6.49699751829185,0.000140865770249354
-4.23998019023924,0.000146563305255547,-4.23998019023924,0.0314533855274016,-4.68924225171327,0.000146563305255547,-5.58776637466135,0.000146563305255547,-6.48629049760943,0.000146563305255548
-4.22927316955681,0.000152476037553808,-4.22927316955681,0.0318811483218603,-4.67853523103085,0.000152476037553808,-5.57705935397893,0.000152476037553808,-6.47558347692701,0.000152476037553809
-4.21856614887439,0.000158611442404464,-4.21856614887439,0.032314534550405,-4.66782821034843,0.000158611442404464,-5.56635233329651,0.000158611442404464,-6.46487645624458,0.000158611442404464
-4.20785912819197,0.0001649772281075,-4.20785912819197,0.03275361283027,-4.65712118966601,0.0001649772281075,-5.55564531261409,0.0001649772281075,-6.45416943556216,0.000164977228107501
-4.19715210750955,0.000171581342234687,-4.19715210750955,0.0331984524706987,-4.64641416898358,0.000171581342234687,-5.54493829193166,0.000171581342234687,-6.44346241487974,0.000171581342234687
-4.18644508682712,0.000178431977990142,-4.18644508682712,0.033649123475846,-4.63570714830116,0.000178431977990142,-5.53423127124924,0.000178431977990142,-6.43275539419732,0.000178431977990142
-4.1757380661447,0.000185537580700581,-4.1757380661447,0.0341056965475635,-4.62500012761874,0.000185537580700581,-5.52352425056682,0.000185537580700581,-6.42204837351489,0.000185537580700582
-4.16503104546228,0.000192906854436465,-4.16503104546228,0.0345682430880622,-4.61429310693632,0.000192906854436465,-5.5128172298844,0.000192906854436465,-6.41134135283247,0.000192906854436465
-4.15432402477986,0.000200548768765232,-4.15432402477986,0.0350368352024468,-4.6035860862539,0.000200548768765232,-5.50211020920197,0.000200548768765232,-6.40063433215005,0.000200548768765232
-4.14361700409744,0.000208472565637749,-4.14361700409744,0.0355115457011188,-4.59287906557147,0.000208472565637749,-5.49140318851955,0.000208472565637749,-6.38992731146763,0.00020847256563775
-4.13290998341501,0.000216687766409034,-4.13290998341501,0.0359924481020409,-4.58217204488905,0.000216687766409034,-5.48069616783713,0.000216687766409034,-6.3792202907852,0.000216687766409035
-4.12220296273259,0.000225204178994302,-4.12220296273259,0.0364796166328586,-4.57146502420663,0.000225204178994302,-5.46998914715471,0.000225204178994302,-6.36851327010278,0.000225204178994302
-4.11149594205017,0.000234031905161288,-4.11149594205017,0.0369731262328733,-4.56075800352421,0.000234031905161288,-5.45928212647228,0.000234031905161288,-6.35780624942036,0.000234031905161288
-4.10078892136775,0.000243181347959755,-4.10078892136775,0.0374730525548624,-4.55005098284178,0.000243181347959755,-5.44857510578986,0.000243181347959755,-6.34709922873794,0.000243181347959755
-4.09008190068532,0.000252663219289045,-4.09008190068532,0.0379794719667381,-4.53934396215936,0.000252663219289045,-5.43786808510744,0.000252663219289045,-6.33639220805552,0.000252663219289045
-4.0793748800029,0.000262488547604452,-4.0793748800029,0.038492461553043,-4.52863694147694,0.000262488547604452,-5.42716106442502,0.000262488547604452,-6.32568518737309,0.000262488547604453
-4.06866785932048,0.000272668685763117,-4.06866785932048,0.039012099116273,-4.51792992079452,0.000272668685763117,-5.41645404374259,0.000272668685763117,-6.31497816669067,0.000272668685763118
-4.05796083863806,0.000283215319010106,-4.05796083863806,0.0395384631780237,-4.50722290011209,0.000283215319010106,-5.40574702306017,0.000283215319010106,-6.30427114600825,0.000283215319010106
-4.04725381795563,0.000294140473105233,-4.04725381795563,0.040071632979954,-4.49651587942967,0.000294140473105233,-5.39504000237775,0.000294140473105233,-6.29356412532583,0.000294140473105234
-4.03654679727321,0.000305456522591104,-4.03654679727321,0.0406116884845595,-4.48580885874725,0.000305456522591104,-5.38433298169533,0.000305456522591104,-6.2828571046434,0.000305456522591105
-4.02583977659079,0.000317176199202806,-4.02583977659079,0.0411587103757506,-4.47510183806483,0.000317176199202806,-5.37362596101291,0.000317176199202806,-6.27215008396098,0.000317176199202806
-4.01513275590837,0.000329312600419555,-4.01513275590837,0.0417127800592286,-4.46439481738241,0.000329312600419555,-5.36291894033048,0.000329312600419555,-6.26144306327856,0.000329312600419556
-4.00442573522594,0.000341879198158532,-4.00442573522594,0.0422739796626527,-4.45368779669998,0.000341879198158532,-5.35221191964806,0.000341879198158532,-6.25073604259614,0.000341879198158533
-3.99371871454352,0.00035488984761105,-3.99371871454352,0.0428423920355913,-4.44298077601756,0.000354889847611051,-5.34150489896564,0.00035488984761105,-6.24002902191372,0.000354889847611051
-3.9830116938611,0.000368358796221105,-3.9830116938611,0.043418100749252,-4.43227375533514,0.000368358796221106,-5.33079787828322,0.000368358796221105,-6.22932200123129,0.000368358796221106
-3.97230467317868,0.00038230069280624,-3.97230467317868,0.0440011900959809,-4.42156673465272,0.000382300692806241,-5.32009085760079,0.00038230069280624,-6.21861498054887,0.000382300692806241
-3.96159765249626,0.000396730596820564,-3.96159765249626,0.0445917450885271,-4.41085971397029,0.000396730596820564,-5.30938383691837,0.000396730596820564,-6.20790795986645,0.000396730596820564
-3.95089063181383,0.000411663987759678,-3.95089063181383,0.0451898514590627,-4.40015269328787,0.000411663987759679,-5.29867681623595,0.000411663987759678,-6.19720093918403,0.000411663987759679
